time,open,high,low,close,tick_volume,spread,real_volume,true_range,is_over,EMA20
2024-07-15 20:35:00,1.09005,1.09009,1.08985,1.09,162,5,0,0.00033648271674068344,False,1.0898073797454266
2024-07-15 20:40:00,1.09003,1.09007,1.08988,1.09003,146,5,0,0.00032601966554492997,False,1.089828607658422
2024-07-15 20:45:00,1.09003,1.09007,1.08992,1.09004,240,6,0,0.00031344683229172745,False,1.0898487625834004
2024-07-15 20:50:00,1.09003,1.09004,1.0898,1.08985,194,5,0,0.00030820062998516095,False,1.0898488805508035
2024-07-15 20:55:00,1.08986,1.09012,1.08969,1.09009,183,5,0,0.0003169005849862159,False,1.0898718651450179
2024-07-15 21:00:00,1.09009,1.09009,1.08987,1.08988,197,5,0,0.00030997911463006536,False,1.0898726405291048
2024-07-15 21:05:00,1.08988,1.08989,1.0897000000000001,1.08983,192,5,0,0.0003014091778707687,False,1.0898685765103717
2024-07-15 21:10:00,1.08983,1.08984,1.08968,1.08978,134,5,0,0.00029130852230856657,False,1.0898601349843
2024-07-15 21:15:00,1.08978,1.08998,1.08976,1.08991,127,5,0,0.0002862150564293752,False,1.0898648869201646
2024-07-15 21:20:00,1.08989,1.08991,1.0898,1.0899,219,5,0,0.0002736282666844079,False,1.0898682328620468
2024-07-15 21:25:00,1.0899,1.08993,1.0897000000000001,1.08979,198,5,0,0.00027051196192123247,False,1.089860778406275
2024-07-15 21:30:00,1.08979,1.08988,1.08972,1.08977,215,5,0,0.00026261825035542573,False,1.0898521289521539
2024-07-15 21:35:00,1.08977,1.08977,1.08962,1.08969,161,5,0,0.00025457408961574335,False,1.089836681811402
2024-07-15 21:40:00,1.08969,1.08987,1.08962,1.08966,212,5,0,0.00025424736892889463,False,1.0898198487724917
2024-07-15 21:45:00,1.08966,1.08982,1.08963,1.08975,174,5,0,0.00024965827114825303,False,1.08981319429097
2024-07-15 21:50:00,1.08973,1.08973,1.08958,1.08966,214,5,0,0.0002439683946376638,False,1.0897985999583915
2024-07-15 21:55:00,1.08966,1.08985,1.08958,1.08983,309,5,0,0.0002458277950206873,False,1.0898015912545116
2024-07-15 22:00:00,1.08983,1.08986,1.08969,1.08971,111,5,0,0.00024041152394778135,False,1.0897928661245182
2024-07-15 22:05:00,1.08971,1.08971,1.0896,1.08961,105,5,0,0.00023109641509437228,False,1.0897754464133766
2024-07-15 22:10:00,1.08962,1.08976,1.08959,1.0897000000000001,68,5,0,0.00022673238544477454,False,1.0897682595887195
2024-07-15 22:15:00,1.08971,1.08983,1.0897000000000001,1.08972,64,5,0,0.00021982292934157375,False,1.089763662597133
2024-07-15 22:20:00,1.08972,1.08978,1.08972,1.08977,72,5,0,0.00020840700581717197,False,1.0897642662591447
2024-07-15 22:25:00,1.08977,1.08981,1.08971,1.08979,51,6,0,0.00020066364825880177,False,1.0897667174583803
2024-07-15 22:30:00,1.08979,1.08984,1.08971,1.08976,59,5,0,0.0001956162448117419,False,1.0897660776138174
2024-07-15 22:35:00,1.08972,1.08977,1.08968,1.08973,58,5,0,0.00018807222732518343,False,1.0897626412296866
2024-07-15 22:40:00,1.08973,1.08974,1.0896,1.08961,40,5,0,0.0001846384968019581,False,1.089748102358505
2024-07-15 22:45:00,1.08962,1.08976,1.08959,1.08963,66,5,0,0.00018359288988753278,False,1.0897368533869418
2024-07-15 22:50:00,1.08958,1.08959,1.08941,1.08944,47,13,0,0.0001861933977527168,False,1.0897085790708327
2024-07-15 22:55:00,1.08942,1.08946,1.08933,1.08933,71,12,0,0.000182179583627536,False,1.0896725209616656
2024-07-15 23:00:00,1.08902,1.08934,1.08902,1.08932,13,60,0,0.00019202389908270313,True,1.0896389450433737
2024-07-15 23:05:00,1.08946,1.08951,1.08914,1.08933,30,30,0,0.00020473647771965158,False,1.089609519728874
2024-07-15 23:10:00,1.08932,1.08949,1.0893,1.08931,25,34,0,0.0002036838721682575,False,1.0895809923062454
2024-07-15 23:15:00,1.0893,1.08954,1.08928,1.08931,75,39,0,0.00020770645272766248,False,1.089555182095615
2024-07-15 23:20:00,1.08932,1.08934,1.08928,1.08932,39,38,0,0.00019715599181854008,False,1.0895327826861592
2024-07-15 23:25:00,1.08931,1.08946,1.0893,1.08945,40,36,0,0.0001945019924029415,False,1.0895248982658334
2024-07-15 23:30:00,1.0894,1.08956,1.0894,1.08956,31,9,0,0.0001920375643741714,False,1.0895282414243177
2024-07-15 23:35:00,1.0895,1.08954,1.0894,1.08954,18,14,0,0.00018974916691888487,False,1.0895293613299426
2024-07-15 23:40:00,1.0895299999999999,1.08955,1.0895,1.0895,21,12,0,0.00017976708356754348,False,1.0895265649195582
2024-07-15 23:45:00,1.08951,1.08951,1.08943,1.08945,24,16,0,0.00017264086331272467,False,1.0895192728024579
2024-07-15 23:50:00,1.08946,1.08952,1.08942,1.08947,25,17,0,0.00016745223021895784,False,1.0895145800265098
2024-07-15 23:55:00,1.08948,1.08949,1.08942,1.08945,28,18,0,0.00016049135663189046,False,1.0895084293958952
2024-07-16 00:00:00,1.08948,1.08962,1.08947,1.08954,133,8,0,0.00016117054544389855,False,1.0895114361872809
2024-07-16 00:05:00,1.0895299999999999,1.08956,1.08949,1.08956,41,8,0,0.00015465836362647828,False,1.0895160614058073
2024-07-16 00:10:00,1.08956,1.08956,1.08941,1.08949,49,8,0,0.00015432562336745086,False,1.0895135793217587
2024-07-16 00:15:00,1.08948,1.08949,1.08938,1.08944,50,7,0,0.00015115950741263683,False,1.089506571651335
2024-07-16 00:20:00,1.08945,1.08952,1.08944,1.08949,61,8,0,0.00014607668545459706,False,1.0895049933751955
2024-07-16 00:25:00,1.0895,1.0895299999999999,1.08947,1.08952,55,7,0,0.00013992835077926506,False,1.0895064225969193
2024-07-16 00:30:00,1.08951,1.08952,1.0895,1.08951,43,9,0,0.00013136204000932693,False,1.0895067633061506
2024-07-16 00:35:00,1.08951,1.08952,1.08938,1.08938,28,8,0,0.00013197903715151993,False,1.0894946904764453
2024-07-16 00:40:00,1.08937,1.08942,1.08935,1.08938,45,8,0,0.00012755196306926954,False,1.0894837674643325
2024-07-16 00:45:00,1.08939,1.08941,1.08938,1.08938,44,9,0,0.00012058396570717703,False,1.089473884758969
2024-07-16 00:50:00,1.08939,1.08943,1.08937,1.08943,35,8,0,0.00011625653958523219,False,1.0894697052237872
2024-07-16 00:55:00,1.08942,1.08946,1.08934,1.08938,62,7,0,0.00011652392961486703,False,1.0894611618056544
2024-07-16 01:00:00,1.08937,1.08955,1.08937,1.08955,67,6,0,0.00012105793464238145,True,1.089469622642953
2024-07-16 01:05:00,1.08954,1.08969,1.08954,1.08964,89,5,0,0.00012312522502507523,False,1.0894858491566155
2024-07-16 01:10:00,1.08965,1.08965,1.08949,1.08958,80,7,0,0.0001257591375232797,False,1.0894948159529545
2024-07-16 01:15:00,1.0896,1.08968,1.08957,1.08965,70,7,0,0.00012463348484304933,False,1.089509595459601
2024-07-16 01:20:00,1.08964,1.0897000000000001,1.08962,1.08962,51,8,0,0.00012144537878283724,False,1.089520110225106
2024-07-16 01:25:00,1.08962,1.08966,1.08955,1.08961,58,7,0,0.00012062785172692417,False,1.0895286711909444
2024-07-16 01:30:00,1.08961,1.08968,1.08955,1.08963,56,8,0,0.00012129729088928412,False,1.089538321589302
2024-07-16 01:35:00,1.08965,1.0897000000000001,1.08961,1.08965,40,5,0,0.00011906177011148851,False,1.089548957663906
2024-07-16 01:40:00,1.08965,1.08971,1.08964,1.08971,38,9,0,0.00011555735796066894,False,1.0895642950755513
2024-07-16 01:45:00,1.0897000000000001,1.0897000000000001,1.08955,1.08959,82,7,0,0.00011873183239204529,False,1.0895667431702807
2024-07-16 01:50:00,1.08958,1.08966,1.08955,1.08966,70,8,0,0.00011810813007833167,False,1.0895756247950603
2024-07-16 01:55:00,1.08965,1.0898,1.08965,1.08975,71,7,0,0.00012038612078702902,False,1.0895922319945683
2024-07-16 02:00:00,1.08976,1.08977,1.08954,1.08955,165,7,0,0.00012821568358795213,True,1.0895882098917107
2024-07-16 02:05:00,1.08955,1.0896,1.08951,1.08954,75,7,0,0.00012548599190309294,False,1.0895836184650487
2024-07-16 02:10:00,1.0895299999999999,1.08969,1.08942,1.08963,152,7,0,0.00013580842105287148,False,1.0895880357614067
2024-07-16 02:15:00,1.08962,1.08964,1.08935,1.08935,86,7,0,0.00014682210526337363,True,1.0895653656549253
2024-07-16 02:20:00,1.08938,1.08954,1.08929,1.08954,124,7,0,0.00015419195488740848,False,1.089562949874991
2024-07-16 02:25:00,1.0895299999999999,1.0895299999999999,1.0894,1.08949,102,7,0,0.00015317824382402422,False,1.0895560022593278
2024-07-16 02:30:00,1.08951,1.08954,1.0894,1.08943,107,7,0,0.00015223694069373884,False,1.0895440020308373
2024-07-16 02:35:00,1.08945,1.08946,1.08924,1.08928,91,7,0,0.00015707715921562244,False,1.0895188589550378
2024-07-16 02:40:00,1.08928,1.08935,1.08911,1.08911,117,7,0,0.0001630002192716507,False,1.0894799199715675
2024-07-16 02:45:00,1.08911,1.08928,1.0890900000000001,1.08925,105,7,0,0.0001649287750379551,False,1.0894580228134216
2024-07-16 02:50:00,1.08925,1.08929,1.08905,1.08906,158,7,0,0.00017029100539238816,False,1.0894201158506225
2024-07-16 02:55:00,1.0891,1.08921,1.08903,1.08907,195,7,0,0.0001709845050072225,False,1.0893867714614631
2024-07-16 03:00:00,1.08908,1.08919,1.08906,1.08912,182,7,0,0.00016805704036386272,False,1.0893613646401443
2024-07-16 03:05:00,1.0891,1.08927,1.08901,1.08925,138,7,0,0.0001746243946235816,False,1.0893507584780988
2024-07-16 03:10:00,1.08927,1.08928,1.08911,1.08914,128,6,0,0.00017429408072189748,False,1.089330686232088
2024-07-16 03:15:00,1.08914,1.08923,1.08907,1.08911,145,7,0,0.00017327307495604324,False,1.0893096684862233
2024-07-16 03:20:00,1.08912,1.08924,1.08904,1.08921,118,6,0,0.00017518214103061,False,1.0893001762455683
2024-07-16 03:25:00,1.08921,1.08925,1.08896,1.08901,163,6,0,0.00018338341667128953,False,1.0892725404024581
2024-07-16 03:30:00,1.08903,1.08917,1.08901,1.08911,123,7,0,0.00018171317262333586,False,1.0892570603589602
2024-07-16 03:35:00,1.08911,1.0892,1.0890900000000001,1.08911,161,8,0,0.00017659080315022847,False,1.0892430546062566
2024-07-16 03:40:00,1.08914,1.08914,1.08898,1.0891,123,7,0,0.00017540574578235057,False,1.089229430354318
2024-07-16 03:45:00,1.0891,1.08915,1.08906,1.0891,120,7,0,0.00016930533536933595,False,1.0892171036508584
2024-07-16 03:50:00,1.0891,1.08924,1.08908,1.08918,91,6,0,0.0001686406685572361,False,1.0892135699690337
2024-07-16 03:55:00,1.08918,1.08925,1.0891,1.08921,87,7,0,0.000167309192231726,False,1.089213229971914
2024-07-16 04:00:00,1.08922,1.08931,1.08914,1.08916,114,7,0,0.00016750139278660296,False,1.0892081604498507
2024-07-16 04:05:00,1.08916,1.08922,1.08913,1.08921,92,7,0,0.00016196557901614173,False,1.0892083356451319
2024-07-16 04:10:00,1.08921,1.08921,1.08904,1.08906,122,7,0,0.00016253946622927473,False,1.0891942084387154
2024-07-16 04:15:00,1.08906,1.08908,1.08899,1.08903,95,7,0,0.00015735807578433694,False,1.0891785695376688
2024-07-16 04:20:00,1.08901,1.08907,1.08894,1.08897,98,7,0,0.00015540392751402454,False,1.0891587057697387
2024-07-16 04:25:00,1.08897,1.08902,1.08894,1.08899,80,7,0,0.00015001793269159993,False,1.0891426385517888
2024-07-16 04:30:00,1.08901,1.08904,1.0889,1.08891,102,8,0,0.00014930236607077344,False,1.0891204824970115
2024-07-16 04:35:00,1.08891,1.089,1.08888,1.0889,57,7,0,0.0001472093399228538,False,1.089099484162054
2024-07-16 04:40:00,1.0889,1.0889199999999999,1.08881,1.08891,101,7,0,0.00014455152992835226,False,1.089081438049898
2024-07-16 04:45:00,1.08891,1.08902,1.08891,1.08894,95,7,0,0.00014208356350490242,False,1.0890679677584294
2024-07-16 04:50:00,1.08893,1.08904,1.08891,1.08894,77,6,0,0.00014122045182597822,False,1.0890557803520444
2024-07-16 04:55:00,1.08895,1.0890900000000001,1.08894,1.08903,97,7,0,0.00014184756240984367,False,1.0890533250802714
2024-07-16 05:00:00,1.08903,1.08931,1.08902,1.0893,99,7,0,0.0001524298793805621,True,1.089076817931064
2024-07-16 05:05:00,1.08928,1.08929,1.0891,1.08919,97,7,0,0.0001558277451390918,False,1.089087597176262
2024-07-16 05:10:00,1.08918,1.08923,1.08915,1.0892,59,7,0,0.00015041147762914653,False,1.089098302207577
2024-07-16 05:15:00,1.0892,1.08926,1.08918,1.08925,67,7,0,0.00014538208636991163,False,1.089112749616969
2024-07-16 05:20:00,1.08924,1.08926,1.08915,1.08921,80,7,0,0.00014285479448633453,False,1.089122011558552
2024-07-16 05:25:00,1.08921,1.08935,1.08918,1.08931,108,7,0,0.0001447937377373109,False,1.0891399152202403
2024-07-16 05:30:00,1.08931,1.08931,1.08914,1.08914,75,8,0,0.00014659418504178897,False,1.0891399232945036
2024-07-16 05:35:00,1.08914,1.08921,1.08912,1.08918,57,7,0,0.00014255174325308428,False,1.089143740123703
2024-07-16 05:40:00,1.08919,1.08919,1.08908,1.08915,64,8,0,0.00014022661873501073,False,1.0891443363024127
2024-07-16 05:45:00,1.08914,1.08924,1.08913,1.08924,128,7,0,0.0001380675745396567,False,1.0891534471309583
2024-07-16 05:50:00,1.08926,1.08926,1.08917,1.08925,63,8,0,0.00013463417635824716,False,1.0891626426424819
2024-07-16 05:55:00,1.08925,1.08926,1.08916,1.08926,48,8,0,0.0001321603066183716,False,1.0891719147719392
2024-07-16 06:00:00,1.08925,1.08925,1.08916,1.08918,98,7,0,0.00012986314185991571,False,1.089172684793672
2024-07-16 06:05:00,1.08921,1.08929,1.08917,1.08927,40,5,0,0.00012915863172707317,False,1.0891819529086995
2024-07-16 06:10:00,1.08928,1.08936,1.08928,1.08928,49,6,0,0.0001263615866037212,False,1.0891912907270453
2024-07-16 06:15:00,1.08928,1.08931,1.08926,1.08928,45,8,0,0.00012090718756060581,False,1.0891997392293353
2024-07-16 06:20:00,1.08929,1.08931,1.08925,1.08926,64,7,0,0.00011655667416341605,False,1.0892054783504148
2024-07-16 06:25:00,1.08926,1.08929,1.08914,1.08915,53,5,0,0.00011894548315175024,False,1.0892001946979413
2024-07-16 06:30:00,1.08915,1.08929,1.08914,1.08927,75,7,0,0.00012116366292663198,False,1.0892068428220072
2024-07-16 06:35:00,1.08927,1.08929,1.08921,1.08929,103,7,0,0.00011822340128902113,False,1.0892147625533097
2024-07-16 06:40:00,1.08928,1.08939,1.08928,1.08934,65,6,0,0.00011763601548266637,False,1.0892266899292737
2024-07-16 06:45:00,1.08934,1.08937,1.0893,1.08933,55,8,0,0.00011423344294819124,False,1.089236528983695
2024-07-16 06:50:00,1.08934,1.08939,1.08912,1.08918,86,7,0,0.00012535962559474847,False,1.0892311452709293
2024-07-16 06:55:00,1.08918,1.08929,1.08917,1.08918,60,8,0,0.00012497679519513216,False,1.0892262742927188
2024-07-16 07:00:00,1.08916,1.0892,1.0890900000000001,1.08915,141,5,0,0.0001239070241097536,False,1.0892190100743284
2024-07-16 07:05:00,1.08914,1.08918,1.08902,1.08915,108,6,0,0.00012648509381619536,False,1.0892124376862675
2024-07-16 07:10:00,1.08915,1.08918,1.08899,1.089,132,5,0,0.00013102187282933387,False,1.089192205525588
2024-07-16 07:15:00,1.08901,1.08907,1.0889199999999999,1.08897,164,5,0,0.00013237745334153105,False,1.0891710430945014
2024-07-16 07:20:00,1.08897,1.08897,1.0889,1.08893,75,6,0,0.00012792192095999416,False,1.089148086609234
2024-07-16 07:25:00,1.08891,1.08891,1.08872,1.08877,126,5,0,0.00013378464089142627,False,1.0891120783606265
2024-07-16 07:30:00,1.08878,1.08891,1.08877,1.08885,104,5,0,0.00013422859511346932,False,1.089087118516689
2024-07-16 07:35:00,1.08886,1.08887,1.08874,1.08878,88,5,0,0.00013392655260536176,False,1.0890578691340749
2024-07-16 07:40:00,1.08878,1.08891,1.08877,1.0889,74,5,0,0.00013436037027640942,False,1.089042833978415
2024-07-16 07:45:00,1.08891,1.089,1.08887,1.08894,74,5,0,0.0001340489152566633,False,1.0890330402661652
2024-07-16 07:50:00,1.08894,1.08895,1.08868,1.08875,101,5,0,0.00014375970702404394,False,1.0890060840502904
2024-07-16 07:55:00,1.08875,1.08882,1.08863,1.08881,111,5,0,0.00014706258509374884,False,1.0889874093788032
2024-07-16 08:00:00,1.08881,1.08882,1.08855,1.08864,243,5,0,0.00015584382901562337,False,1.0889543227712486
2024-07-16 08:05:00,1.08864,1.08866,1.08847,1.0885,214,5,0,0.00015828355551450116,False,1.0889110539358327
2024-07-16 08:10:00,1.08851,1.08854,1.08834,1.08844,219,5,0,0.00016126330154917807,False,1.0888661916561744
2024-07-16 08:15:00,1.08847,1.08856,1.08833,1.08851,218,5,0,0.00016617306572423338,False,1.0888322686412628
2024-07-16 08:20:00,1.08851,1.08862,1.0884,1.08861,192,5,0,0.00017001784674392292,False,1.0888111001992167
2024-07-16 08:25:00,1.0886,1.08862,1.0883099999999999,1.08859,177,5,0,0.00018001657197650218,False,1.0887900430373674
2024-07-16 08:30:00,1.08858,1.08863,1.0883099999999999,1.08836,197,5,0,0.00019001538826390188,False,1.0887490865575844
2024-07-16 08:35:00,1.08835,1.08868,1.08834,1.08868,184,5,0,0.00020072857481648082,True,1.0887425068854286
2024-07-16 08:40:00,1.08869,1.08869,1.08838,1.08856,228,5,0,0.00020853367661530594,False,1.0887251252772807
2024-07-16 08:45:00,1.08855,1.08898,1.08855,1.08885,247,5,0,0.00022435269971422356,False,1.0887370181080231
2024-07-16 08:50:00,1.08885,1.08902,1.08873,1.08873,258,5,0,0.00022904179259178783,False,1.0887363497167823
2024-07-16 08:55:00,1.08872,1.08895,1.08855,1.08882,276,5,0,0.00024125309312095856,False,1.088744316410426
2024-07-16 09:00:00,1.0888,1.08902,1.0888,1.08894,383,5,0,0.00023973501504089787,False,1.088762952942775
2024-07-16 09:05:00,1.08894,1.0893,1.08893,1.08917,303,5,0,0.00024903965682368957,False,1.088801719329193
2024-07-16 09:10:00,1.08918,1.08937,1.08916,1.08935,282,5,0,0.0002462511099077149,False,1.0888539365359557
2024-07-16 09:15:00,1.08936,1.08954,1.08934,1.08952,236,5,0,0.0002429474592000194,False,1.0889173711516003
2024-07-16 09:20:00,1.08952,1.08962,1.08951,1.08961,185,5,0,0.00023345121211430762,False,1.0889833358038488
2024-07-16 09:25:00,1.08961,1.0897000000000001,1.08947,1.08957,239,5,0,0.00023320469696329812,False,1.08903920858445
2024-07-16 09:30:00,1.08956,1.08972,1.08944,1.08961,318,5,0,0.000236547218608781,False,1.0890935696716588
2024-07-16 09:35:00,1.08962,1.08967,1.08946,1.08949,197,5,0,0.00023465098870814103,False,1.089131324941033
2024-07-16 09:40:00,1.08948,1.08961,1.08932,1.08959,265,5,0,0.00023860448951469536,False,1.0891750082799911
2024-07-16 09:45:00,1.0896,1.08975,1.0895,1.08968,236,5,0,0.00023941845454936595,False,1.0892231027295247
2024-07-16 09:50:00,1.08969,1.08988,1.08963,1.08969,269,5,0,0.00024017427922440137,False,1.0892675691362441
2024-07-16 09:55:00,1.08968,1.08997,1.0896,1.08986,423,5,0,0.0002494475449941015,False,1.0893239911232768
2024-07-16 10:00:00,1.08987,1.08987,1.08931,1.08931,355,5,0,0.000271629863208801,True,1.0893226586353455
2024-07-16 10:05:00,1.08933,1.08987,1.08932,1.08952,326,5,0,0.0002922277301224505,False,1.0893414530510293
2024-07-16 10:10:00,1.0895299999999999,1.08982,1.0895299999999999,1.0897000000000001,306,5,0,0.0002927828922565588,False,1.0893756003795065
2024-07-16 10:15:00,1.0897000000000001,1.08981,1.08946,1.08967,263,5,0,0.0002968698285239368,False,1.0894036384386039
2024-07-16 10:20:00,1.08966,1.09021,1.08966,1.09011,324,5,0,0.000314950555057929,True,1.0894709109682668
2024-07-16 10:25:00,1.09007,1.09015,1.0897000000000001,1.08975,312,5,0,0.0003245969439823512,False,1.089497490876053
2024-07-16 10:30:00,1.08976,1.09007,1.08971,1.09,209,5,0,0.0003271257336979074,False,1.089545348887861
