time,open,high,low,close,atr_1.5,EMA20COLOR,aroon_strength
2024-07-15 21:30:00,18591.23,18594.21,18590.6,18593.62,False,Green,Médio
2024-07-15 21:35:00,18593.61,18593.65,18581.6,18583.16,False,White,Médio
2024-07-15 21:40:00,18583.63,18586.63,18574.13,18575.61,False,White,Neutro
2024-07-15 21:45:00,18574.19,18576.18,18562.14,18567.26,False,Red,Neutro
2024-07-15 21:50:00,18565.6,18568.65,18553.63,18566.64,False,Red,Neutro
2024-07-15 21:55:00,18567.62,18573.22,18561.14,18568.61,False,Red,Neutro
2024-07-16 02:15:00,18593.45,18594.47,18580.5,18584.55,False,Green,Neutro
2024-07-16 02:20:00,18585.41,18590.54,18580.5,18588.5,False,White,Médio
2024-07-16 02:25:00,18588.55,18590.48,18581.46,18582.54,False,Green,Médio
2024-07-16 02:30:00,18584.53,18589.54,18583.47,18585.57,False,Green,Médio
2024-07-16 02:35:00,18585.48,18587.53,18574.5,18574.54,False,White,Médio
2024-07-16 02:40:00,18574.55,18583.58,18574.54,18579.57,False,White,Médio
2024-07-16 02:45:00,18580.49,18588.58,18578.53,18587.58,False,White,Neutro
2024-07-16 02:50:00,18588.58,18588.59,18584.47,18584.55,False,Green,Neutro
2024-07-16 02:55:00,18585.51,18587.53,18583.49,18584.6,False,Green,Neutro
2024-07-16 03:00:00,18585.53,18589.61,18584.57,18586.56,False,Green,Neutro
2024-07-16 03:05:00,18586.54,18590.61,18583.61,18589.6,False,Green,Neutro
2024-07-16 03:10:00,18588.58,18590.62,18585.61,18585.62,False,Green,Neutro
2024-07-16 03:15:00,18585.62,18588.61,18578.61,18584.59,False,White,Neutro
2024-07-16 03:20:00,18585.62,18588.64,18582.54,18587.59,False,White,Neutro
2024-07-16 03:25:00,18588.62,18588.64,18582.55,18583.65,False,White,Neutro
2024-07-16 03:30:00,18584.65,18589.65,18583.61,18587.62,False,White,Médio
2024-07-16 03:35:00,18587.56,18588.66,18583.62,18583.62,False,White,Médio
2024-07-16 03:40:00,18583.66,18586.65,18578.65,18582.66,False,White,Médio
2024-07-16 03:45:00,18582.57,18585.67,18579.67,18584.65,False,White,Médio
2024-07-16 03:50:00,18584.63,18585.68,18582.59,18583.67,False,White,Neutro
2024-07-16 03:55:00,18583.61,18586.68,18580.59,18586.68,False,White,Neutro
2024-07-16 04:00:00,18586.61,18591.68,18586.61,18589.7,False,Green,Neutro
2024-07-16 04:05:00,18589.6,18589.7,18587.68,18588.7,False,Green,Neutro
2024-07-16 04:10:00,18588.58,18589.71,18588.58,18589.71,False,Green,Neutro
2024-07-16 04:15:00,18588.64,18589.7,18582.63,18583.71,False,White,Médio
2024-07-16 04:20:00,18583.68,18586.7,18583.64,18585.72,False,White,Médio
2024-07-16 04:25:00,18585.72,18590.73,18585.72,18588.69,False,White,Médio
2024-07-16 04:30:00,18588.7,18589.73,18586.62,18586.7,False,Green,Médio
2024-07-16 04:35:00,18586.63,18588.75,18584.67,18587.75,False,White,Médio
2024-07-16 04:40:00,18587.72,18588.73,18583.65,18588.73,False,White,Neutro
2024-07-16 04:45:00,18588.67,18590.74,18587.71,18590.72,False,Green,Neutro
2024-07-16 04:50:00,18590.69,18590.76,18588.66,18589.76,False,Green,Neutro
2024-07-16 04:55:00,18589.68,18590.77,18589.65,18590.75,False,Green,Neutro
2024-07-16 05:00:00,18590.65,18590.78,18587.68,18589.77,False,Green,Neutro
2024-07-16 05:05:00,18589.71,18589.78,18587.69,18587.79,False,Green,Neutro
2024-07-16 05:10:00,18588.69,18589.76,18585.71,18589.76,False,White,Neutro
2024-07-16 05:15:00,18589.79,18589.8,18588.69,18589.77,False,Green,Médio
2024-07-16 05:20:00,18590.7,18591.81,18590.68,18591.76,False,Green,Forte Alta
2024-07-16 05:25:00,18591.8,18592.81,18589.7,18590.82,False,Green,Forte Alta
2024-07-16 05:30:00,18590.81,18590.82,18587.75,18588.81,False,White,Forte Alta
2024-07-16 05:35:00,18588.73,18590.83,18588.71,18589.83,False,White,Neutro
2024-07-16 05:40:00,18589.81,18590.83,18588.75,18588.83,False,Green,Médio
2024-07-16 05:45:00,18588.82,18591.78,18586.76,18587.83,False,White,Médio
2024-07-16 05:50:00,18587.73,18590.85,18587.73,18590.84,False,White,Médio
2024-07-16 05:55:00,18590.81,18590.81,18585.84,18585.84,False,White,Médio
2024-07-16 06:00:00,18584.81,18586.86,18583.76,18584.87,False,Red,Neutro
2024-07-16 06:05:00,18584.79,18585.85,18582.78,18582.86,False,Red,Neutro
2024-07-16 06:10:00,18583.87,18585.88,18582.77,18584.88,False,Red,Neutro
2024-07-16 06:15:00,18584.87,18584.87,18582.77,18582.85,False,Red,Neutro
2024-07-16 06:20:00,18582.87,18582.89,18578.78,18578.87,False,Red,Neutro
2024-07-16 06:25:00,18578.8,18580.83,18575.83,18575.9,False,Red,Forte Baixa
2024-07-16 06:30:00,18575.87,18575.88,18568.9,18570.91,False,Red,Forte Baixa
2024-07-16 06:35:00,18570.83,18570.91,18563.88,18568.92,False,Red,Forte Baixa
2024-07-16 06:40:00,18568.79,18572.91,18567.82,18567.91,False,Red,Neutro
2024-07-16 06:45:00,18568.83,18571.93,18567.83,18570.92,False,Red,Forte Baixa
2024-07-16 06:50:00,18571.9,18573.93,18571.81,18572.93,False,Red,Médio
2024-07-16 06:55:00,18572.89,18572.94,18570.83,18570.91,False,Red,Médio
2024-07-16 07:00:00,18571.95,18571.95,18570.86,18570.94,False,Red,Médio
2024-07-16 07:05:00,18570.88,18572.96,18567.94,18568.95,False,Red,Médio
2024-07-16 07:10:00,18568.88,18570.97,18567.88,18567.97,False,Red,Médio
2024-07-16 07:15:00,18568.88,18571.9,18567.88,18568.93,False,Red,Neutro
2024-07-16 07:20:00,18569.96,18571.92,18568.87,18568.94,False,Red,Neutro
2024-07-16 07:25:00,18568.97,18570.89,18567.89,18568.96,False,Red,Neutro
2024-07-16 07:30:00,18568.98,18574.99,18564.99,18568.0,False,White,Neutro
2024-07-16 07:35:00,18567.91,18569.0,18551.9,18559.99,True,Red,Forte Baixa
2024-07-16 07:40:00,18560.98,18566.99,18559.91,18566.99,False,Red,Forte Baixa
2024-07-16 07:45:00,18566.92,18581.02,18565.93,18579.98,True,White,Neutro
2024-07-16 07:50:00,18579.01,18580.02,18560.01,18563.02,True,White,Neutro
2024-07-16 07:55:00,18561.99,18563.01,18544.98,18552.03,False,Red,Neutro
2024-07-16 08:00:00,18547.99,18547.99,18520.98,18528.01,True,Red,Neutro
2024-07-16 08:05:00,18527.49,18527.49,18512.5,18525.53,False,Red,Neutro
2024-07-16 08:10:00,18525.97,18531.02,18519.15,18526.51,False,Red,Neutro
2024-07-16 08:15:00,18525.51,18526.54,18518.53,18526.04,False,Red,Neutro
2024-07-16 08:20:00,18525.53,18525.93,18518.53,18521.53,False,Red,Neutro
2024-07-16 08:25:00,18521.03,18526.55,18518.43,18526.55,False,Red,Médio
2024-07-16 08:30:00,18526.0,18531.55,18514.08,18518.54,False,Red,Médio
2024-07-16 08:35:00,18518.1,18526.15,18511.52,18525.52,False,Red,Neutro
2024-07-16 08:40:00,18525.47,18526.1,18515.55,18517.08,False,Red,Neutro
2024-07-16 08:45:00,18517.57,18518.57,18506.56,18512.07,False,Red,Forte Baixa
2024-07-16 08:50:00,18511.57,18515.58,18503.17,18508.57,False,Red,Forte Baixa
2024-07-16 08:55:00,18509.1,18509.57,18500.57,18509.1,False,Red,Forte Baixa
2024-07-16 09:00:00,18514.41,18514.41,18469.41,18482.39,True,Red,Forte Baixa
2024-07-16 09:05:00,18480.99,18484.41,18453.4,18454.42,True,Red,Forte Baixa
2024-07-16 09:10:00,18455.42,18472.41,18454.39,18471.43,False,Red,Forte Baixa
2024-07-16 09:15:00,18470.41,18496.43,18469.42,18496.43,True,Red,Neutro
2024-07-16 09:20:00,18497.03,18525.45,18490.9,18525.45,True,White,Médio
2024-07-16 09:25:00,18523.99,18541.45,18520.43,18535.45,False,Green,Neutro
2024-07-16 09:30:00,18536.64,18540.63,18509.19,18516.14,False,White,Neutro
2024-07-16 09:35:00,18516.63,18520.64,18505.63,18511.63,False,White,Neutro
2024-07-16 09:40:00,18511.23,18522.3,18504.64,18513.64,False,White,Neutro
2024-07-16 09:45:00,18514.2,18514.62,18495.11,18498.15,False,Red,Médio
2024-07-16 09:50:00,18497.66,18504.24,18489.65,18496.67,False,Red,Médio
2024-07-16 09:55:00,18497.68,18504.65,18483.64,18486.64,False,Red,Médio
2024-07-16 10:00:00,18487.22,18487.68,18471.69,18474.17,False,Red,Médio
2024-07-16 10:05:00,18473.68,18484.69,18466.25,18469.68,False,Red,Neutro
2024-07-16 10:10:00,18470.19,18484.69,18468.65,18478.65,False,Red,Neutro
2024-07-16 10:15:00,18477.68,18489.23,18476.67,18482.71,False,Red,Neutro
2024-07-16 10:20:00,18481.37,18515.7,18481.37,18511.72,True,White,Neutro
2024-07-16 10:25:00,18511.21,18511.72,18497.27,18499.68,False,White,Médio
2024-07-16 10:30:00,18500.72,18503.72,18489.72,18489.72,False,White,Médio
2024-07-16 10:35:00,18488.73,18499.72,18485.68,18492.69,False,White,Médio
2024-07-16 10:40:00,18493.74,18515.74,18492.69,18514.73,False,White,Médio
2024-07-16 10:45:00,18513.74,18514.73,18498.73,18506.75,False,White,Neutro
2024-07-16 10:50:00,18506.33,18522.76,18505.7,18519.31,False,Green,Neutro
2024-07-16 10:55:00,18519.74,18529.73,18517.75,18522.77,False,Green,Neutro
2024-07-16 11:00:00,18523.75,18529.76,18514.73,18518.77,False,Green,Neutro
2024-07-16 11:05:00,18518.38,18518.38,18499.37,18503.73,False,White,Forte Alta
2024-07-16 11:10:00,18504.28,18529.75,18502.29,18529.28,False,White,Forte Alta
2024-07-16 11:15:00,18529.77,18538.78,18527.75,18528.76,False,Green,Forte Alta
2024-07-16 11:20:00,18529.79,18537.78,18523.76,18528.78,False,Green,Forte Alta
2024-07-16 11:25:00,18529.25,18529.78,18515.81,18515.81,False,Green,Forte Alta
2024-07-16 11:30:00,18515.79,18516.82,18507.78,18514.78,False,White,Médio
2024-07-16 11:35:00,18512.77,18512.77,18502.4,18502.81,False,White,Médio
2024-07-16 11:40:00,18503.34,18508.81,18499.78,18505.41,False,Red,Médio
2024-07-16 11:45:00,18504.81,18509.82,18499.82,18503.82,False,Red,Médio
2024-07-16 11:50:00,18502.39,18505.84,18497.81,18497.82,False,Red,Médio
2024-07-16 11:55:00,18498.83,18505.85,18491.83,18504.81,False,Red,Neutro
2024-07-16 12:00:00,18505.81,18522.44,18505.81,18518.32,False,White,Neutro
2024-07-16 12:05:00,18517.82,18529.82,18516.45,18527.86,False,Green,Neutro
2024-07-16 12:10:00,18526.85,18529.85,18514.83,18525.87,False,Green,Médio
2024-07-16 12:15:00,18525.4,18526.43,18517.85,18524.88,False,Green,Médio
2024-07-16 12:20:00,18524.86,18536.86,18524.83,18531.89,False,Green,Médio
2024-07-16 12:25:00,18532.87,18535.89,18529.84,18532.86,False,Green,Médio
2024-07-16 12:30:00,18531.4,18531.89,18520.88,18520.88,False,Green,Médio
2024-07-16 12:35:00,18519.44,18521.89,18508.87,18515.9,False,White,Médio
2024-07-16 12:40:00,18515.5,18526.9,18515.5,18520.91,False,White,Médio
2024-07-16 12:45:00,18519.92,18520.91,18507.56,18509.92,False,White,Médio
2024-07-16 12:50:00,18508.9,18515.93,18508.9,18514.93,False,Red,Médio
2024-07-16 12:55:00,18514.45,18514.45,18500.94,18509.9,False,Red,Médio
2024-07-16 13:00:00,18511.92,18512.94,18496.89,18511.94,False,Red,Neutro
2024-07-16 13:05:00,18512.44,18516.93,18505.86,18507.92,False,White,Neutro
2024-07-16 13:10:00,18507.9,18511.95,18498.94,18504.96,False,Red,Neutro
2024-07-16 13:15:00,18504.94,18516.5,18502.93,18502.94,False,White,Médio
2024-07-16 13:20:00,18502.95,18507.95,18489.48,18489.52,False,Red,Forte Baixa
2024-07-16 13:25:00,18489.96,18492.98,18485.52,18492.94,False,Red,Forte Baixa
2024-07-16 13:30:00,18492.52,18494.97,18484.51,18487.98,False,Red,Forte Baixa
2024-07-16 13:35:00,18486.98,18493.98,18479.52,18479.99,False,Red,Forte Baixa
2024-07-16 13:40:00,18479.5,18497.99,18479.5,18494.96,False,Red,Forte Baixa
2024-07-16 13:45:00,18494.0,18498.01,18483.73,18489.99,False,Red,Forte Baixa
2024-07-16 13:50:00,18489.55,18490.98,18480.99,18488.98,False,Red,Forte Baixa
2024-07-16 13:55:00,18487.5,18492.01,18480.97,18485.02,False,Red,Médio
2024-07-16 14:00:00,18484.61,18497.03,18481.99,18496.01,False,Red,Médio
2024-07-16 14:05:00,18495.53,18498.0,18491.02,18494.03,False,Red,Médio
2024-07-16 14:10:00,18493.53,18501.03,18490.0,18499.0,False,White,Médio
2024-07-16 14:15:00,18499.56,18503.05,18495.02,18503.0,False,White,Médio
2024-07-16 14:20:00,18502.51,18509.04,18493.64,18495.06,False,White,Neutro
2024-07-16 14:25:00,18496.04,18498.06,18490.02,18496.56,False,Red,Neutro
2024-07-16 14:30:00,18492.54,18520.7,18475.52,18508.67,False,White,Neutro
2024-07-16 14:35:00,18509.05,18520.07,18501.07,18504.03,False,Green,Neutro
2024-07-16 14:40:00,18504.57,18522.09,18498.06,18521.08,False,White,Neutro
2024-07-16 14:45:00,18521.59,18521.59,18492.62,18493.06,True,White,Neutro
2024-07-16 14:50:00,18492.06,18500.08,18484.07,18496.09,False,Red,Neutro
2024-07-16 14:55:00,18495.05,18501.08,18491.1,18494.08,False,White,Neutro
2024-07-16 15:00:00,18493.06,18498.1,18477.06,18489.09,False,Red,Neutro
2024-07-16 15:05:00,18488.08,18509.11,18488.08,18507.72,False,White,Neutro
2024-07-16 15:10:00,18507.12,18512.64,18498.09,18500.09,False,White,Médio
2024-07-16 15:15:00,18500.64,18506.11,18491.09,18494.13,False,White,Médio
2024-07-16 15:20:00,18493.59,18505.13,18491.12,18503.14,False,White,Neutro
2024-07-16 15:25:00,18502.15,18507.14,18494.13,18495.13,False,White,Neutro
2024-07-16 15:30:00,18495.72,18502.16,18476.69,18478.72,False,White,Neutro
2024-07-16 15:35:00,18479.16,18486.12,18470.14,18482.13,False,Red,Neutro
2024-07-16 15:40:00,18483.17,18485.67,18470.68,18475.17,False,Red,Forte Baixa
2024-07-16 15:45:00,18476.14,18486.16,18459.17,18459.17,False,Red,Forte Baixa
2024-07-16 15:50:00,18459.74,18494.91,18459.74,18484.18,False,White,Forte Baixa
2024-07-16 15:55:00,18483.75,18494.19,18482.17,18490.18,False,White,Forte Baixa
2024-07-16 16:00:00,18492.18,18510.2,18492.18,18505.15,False,Green,Médio
2024-07-16 16:05:00,18506.2,18517.74,18500.18,18505.21,False,Green,Neutro
2024-07-16 16:10:00,18506.18,18515.22,18500.73,18511.2,False,Green,Neutro
2024-07-16 16:15:00,18511.81,18524.2,18504.21,18507.18,False,Green,Neutro
2024-07-16 16:20:00,18508.21,18522.22,18507.19,18521.21,False,Green,Neutro
2024-07-16 16:25:00,18520.21,18527.78,18513.21,18520.23,False,Green,Neutro
2024-07-16 16:30:00,18520.75,18526.75,18512.2,18525.78,False,Green,Neutro
2024-07-16 16:35:00,18525.21,18535.85,18518.22,18531.23,False,Green,Neutro
2024-07-16 16:40:00,18532.25,18537.98,18530.23,18532.21,False,Green,Neutro
2024-07-16 16:45:00,18531.26,18539.87,18526.24,18538.94,False,Green,Forte Alta
2024-07-16 16:50:00,18538.22,18541.28,18530.84,18537.28,False,Green,Forte Alta
2024-07-16 16:55:00,18537.27,18539.79,18529.26,18531.28,False,Green,Forte Alta
2024-07-16 17:00:00,18532.28,18539.29,18524.98,18539.26,False,Green,Forte Alta
2024-07-16 17:05:00,18538.87,18540.29,18527.86,18533.3,False,Green,Médio
2024-07-16 17:10:00,18534.29,18546.3,18533.29,18536.25,False,Green,Forte Alta
2024-07-16 17:15:00,18535.26,18536.87,18525.27,18532.29,False,Green,Forte Alta
2024-07-16 17:20:00,18533.3,18536.31,18529.32,18534.27,False,Green,Forte Alta
2024-07-16 17:25:00,18534.82,18539.95,18529.93,18530.33,False,Green,Médio
2024-07-16 17:30:00,18531.9,18534.88,18515.31,18522.31,False,White,Médio
2024-07-16 17:35:00,18523.01,18534.32,18517.86,18534.32,False,White,Médio
2024-07-16 17:40:00,18535.33,18537.34,18529.99,18534.33,False,Green,Médio
2024-07-16 17:45:00,18535.35,18537.35,18522.34,18524.33,False,White,Neutro
2024-07-16 17:50:00,18523.32,18548.35,18523.32,18545.32,True,White,Neutro
2024-07-16 17:55:00,18546.33,18553.02,18540.33,18546.36,False,Green,Neutro
2024-07-16 18:00:00,18547.34,18552.35,18544.33,18550.37,False,Green,Neutro
2024-07-16 18:05:00,18550.91,18556.97,18545.35,18545.93,False,Green,Neutro
2024-07-16 18:10:00,18545.37,18552.08,18537.94,18547.38,False,Green,Neutro
2024-07-16 18:15:00,18547.95,18549.38,18534.37,18543.38,False,White,Neutro
2024-07-16 18:20:00,18544.36,18554.95,18542.93,18550.39,False,Green,Médio
2024-07-16 18:25:00,18549.98,18552.39,18544.4,18548.94,False,Green,Médio
2024-07-16 18:30:00,18549.41,18552.41,18542.96,18550.95,False,Green,Médio
2024-07-16 18:35:00,18551.41,18559.45,18549.93,18552.42,False,Green,Forte Alta
2024-07-16 18:40:00,18553.41,18553.43,18543.41,18544.42,False,Green,Forte Alta
2024-07-16 18:45:00,18543.99,18554.44,18543.99,18554.12,False,Green,Forte Alta
2024-07-16 18:50:00,18553.4,18553.94,18549.39,18551.03,False,Green,Médio
2024-07-16 18:55:00,18550.43,18561.0,18550.43,18559.95,False,Green,Forte Alta
2024-07-16 19:00:00,18559.4,18560.3,18555.45,18557.46,False,Green,Forte Alta
2024-07-16 19:05:00,18557.48,18563.45,18551.44,18563.03,False,Green,Neutro
2024-07-16 19:10:00,18563.03,18564.47,18554.98,18557.47,False,Green,Neutro
2024-07-16 19:15:00,18557.46,18558.09,18551.43,18554.45,False,Green,Forte Alta
2024-07-16 19:20:00,18553.48,18560.08,18552.45,18552.47,False,Green,Forte Alta
2024-07-16 19:25:00,18553.07,18558.49,18552.44,18555.48,False,Green,Médio
2024-07-16 19:30:00,18554.49,18562.13,18550.45,18560.46,False,White,Médio
2024-07-16 19:35:00,18560.46,18561.51,18556.46,18560.49,False,Green,Médio
2024-07-16 19:40:00,18560.01,18565.15,18555.5,18563.5,False,Green,Forte Alta
2024-07-16 19:45:00,18563.04,18569.51,18561.02,18566.07,False,Green,Forte Alta
2024-07-16 19:50:00,18565.48,18565.48,18560.48,18564.49,False,Green,Forte Alta
2024-07-16 19:55:00,18564.1,18567.48,18561.51,18562.11,False,Green,Forte Alta
2024-07-16 20:00:00,18561.53,18565.54,18559.04,18564.53,False,Green,Médio
2024-07-16 20:05:00,18564.54,18568.54,18561.51,18562.54,False,Green,Médio
2024-07-16 20:10:00,18563.5,18565.15,18560.15,18560.15,False,Green,Médio
2024-07-16 20:15:00,18560.56,18560.56,18547.28,18549.55,False,White,Neutro
2024-07-16 20:20:00,18549.55,18561.56,18548.52,18559.57,False,White,Neutro
2024-07-16 20:25:00,18558.56,18560.16,18556.09,18558.18,False,White,Neutro
2024-07-16 20:30:00,18557.57,18560.22,18555.56,18558.57,False,White,Médio
2024-07-16 20:35:00,18559.59,18571.11,18559.22,18571.1,False,Green,Neutro
2024-07-16 20:40:00,18571.58,18572.6,18565.55,18571.55,False,Green,Neutro
2024-07-16 20:45:00,18571.19,18575.61,18566.11,18573.58,False,Green,Neutro
2024-07-16 20:50:00,18573.14,18573.6,18567.18,18572.6,False,Green,Neutro
2024-07-16 20:55:00,18572.13,18578.61,18571.61,18576.6,False,Green,Neutro
2024-07-16 21:00:00,18576.17,18580.23,18573.63,18577.61,False,Green,Neutro
2024-07-16 21:05:00,18578.18,18578.64,18573.61,18577.62,False,Green,Neutro
2024-07-16 21:10:00,18578.18,18581.64,18576.15,18580.63,False,Green,Neutro
2024-07-16 21:15:00,18579.61,18583.62,18576.65,18581.22,False,Green,Forte Alta
2024-07-16 21:20:00,18581.63,18582.27,18578.17,18581.65,False,Green,Forte Alta
2024-07-16 21:25:00,18581.66,18583.63,18578.33,18582.65,False,Green,Forte Alta
2024-07-16 21:30:00,18582.2,18586.66,18577.63,18586.65,False,Green,Forte Alta
2024-07-16 21:35:00,18586.22,18589.27,18584.14,18586.42,False,Green,Forte Alta
2024-07-16 21:40:00,18585.63,18587.34,18580.64,18582.65,False,Green,Forte Alta
2024-07-16 21:45:00,18582.27,18582.27,18575.64,18577.65,False,Green,Forte Alta
2024-07-16 21:50:00,18577.29,18587.7,18576.69,18587.66,False,Green,Médio
2024-07-16 21:55:00,18586.67,18591.7,18585.69,18590.22,False,Green,Forte Alta
2024-07-17 02:15:00,18570.51,18571.6,18557.59,18558.6,True,Red,Neutro
2024-07-17 02:20:00,18558.59,18558.59,18551.59,18554.6,False,Red,Neutro
2024-07-17 02:25:00,18554.53,18561.61,18554.53,18560.6,False,Red,Neutro
2024-07-17 02:30:00,18561.61,18562.62,18559.52,18561.62,False,Red,Neutro
2024-07-17 02:35:00,18561.51,18561.62,18554.62,18557.62,False,Red,Neutro
2024-07-17 02:40:00,18557.62,18563.63,18556.54,18563.63,False,Red,Neutro
2024-07-17 02:45:00,18563.59,18563.59,18557.52,18558.63,False,Red,Neutro
2024-07-17 02:50:00,18558.57,18561.63,18557.54,18560.62,False,Red,Médio
2024-07-17 02:55:00,18560.54,18561.65,18558.51,18561.61,False,Red,Médio
2024-07-17 03:00:00,18560.66,18560.66,18555.65,18556.65,False,Red,Neutro
2024-07-17 03:05:00,18556.56,18561.67,18556.56,18560.64,False,Red,Neutro
2024-07-17 03:10:00,18560.6,18563.58,18559.52,18561.65,False,Red,Neutro
2024-07-17 03:15:00,18561.67,18567.69,18561.59,18567.69,False,White,Neutro
2024-07-17 03:20:00,18567.65,18570.64,18564.6,18567.68,False,White,Neutro
2024-07-17 03:25:00,18567.59,18573.68,18567.58,18569.7,False,Green,Forte Alta
2024-07-17 03:30:00,18569.63,18572.69,18565.69,18565.69,False,White,Forte Alta
2024-07-17 03:35:00,18565.69,18569.7,18564.67,18569.68,False,White,Forte Alta
2024-07-17 03:40:00,18569.59,18571.71,18566.71,18569.72,False,Green,Médio
2024-07-17 03:45:00,18569.62,18569.71,18565.72,18565.72,False,White,Médio
2024-07-17 03:50:00,18565.73,18568.73,18565.73,18567.72,False,White,Médio
2024-07-17 03:55:00,18567.73,18569.74,18561.67,18567.74,False,White,Médio
2024-07-17 04:00:00,18567.73,18569.75,18566.66,18566.73,False,White,Médio
2024-07-17 04:05:00,18566.7,18572.76,18566.64,18569.74,False,White,Neutro
2024-07-17 04:10:00,18569.76,18572.76,18569.67,18571.75,False,Green,Neutro
2024-07-17 04:15:00,18572.69,18575.77,18570.76,18573.77,False,Green,Forte Alta
2024-07-17 04:20:00,18573.75,18575.76,18567.69,18567.73,False,White,Forte Alta
2024-07-17 04:25:00,18567.78,18567.79,18566.66,18567.79,False,Red,Forte Alta
2024-07-17 04:30:00,18567.71,18572.79,18567.71,18570.76,False,White,Neutro
2024-07-17 04:35:00,18570.7,18577.79,18569.71,18576.78,False,Green,Neutro
2024-07-17 04:40:00,18576.72,18579.81,18576.72,18577.81,False,Green,Neutro
2024-07-17 04:45:00,18577.73,18577.81,18573.71,18575.82,False,Green,Neutro
2024-07-17 04:50:00,18575.73,18576.81,18573.82,18574.82,False,Green,Neutro
2024-07-17 04:55:00,18574.82,18576.78,18566.73,18567.83,False,White,Médio
2024-07-17 05:00:00,18567.72,18570.78,18566.72,18566.81,False,White,Médio
2024-07-17 05:05:00,18566.83,18566.84,18564.75,18564.83,False,Red,Médio
2024-07-17 05:10:00,18565.83,18566.81,18562.75,18563.85,False,Red,Neutro
2024-07-17 05:15:00,18563.85,18565.86,18561.77,18565.85,False,Red,Neutro
2024-07-17 05:20:00,18565.83,18567.86,18563.85,18565.87,False,Red,Neutro
2024-07-17 05:25:00,18565.78,18572.8,18564.87,18571.87,False,White,Neutro
2024-07-17 05:30:00,18572.82,18575.83,18571.75,18573.88,False,Green,Médio
2024-07-17 05:35:00,18573.85,18575.87,18568.79,18568.85,False,White,Médio
2024-07-17 05:40:00,18567.89,18570.85,18553.89,18554.89,True,White,Forte Baixa
2024-07-17 05:45:00,18552.86,18560.9,18534.86,18560.9,False,Red,Forte Baixa
2024-07-17 05:50:00,18561.82,18569.9,18559.83,18562.9,False,White,Forte Baixa
2024-07-17 05:55:00,18562.89,18568.87,18562.81,18567.89,False,White,Forte Baixa
2024-07-17 06:00:00,18567.88,18569.92,18566.82,18568.89,False,White,Médio
2024-07-17 06:05:00,18569.82,18574.88,18568.81,18569.89,False,Green,Médio
2024-07-17 06:10:00,18568.83,18568.93,18562.86,18564.94,False,White,Neutro
2024-07-17 06:15:00,18564.85,18567.94,18564.83,18567.94,False,White,Médio
2024-07-17 06:20:00,18567.94,18573.95,18565.83,18569.94,False,White,Médio
2024-07-17 06:25:00,18569.94,18569.95,18566.87,18566.92,False,White,Neutro
2024-07-17 06:30:00,18567.87,18568.96,18562.89,18563.96,False,White,Neutro
2024-07-17 06:35:00,18563.89,18566.97,18557.86,18559.97,False,White,Neutro
2024-07-17 06:40:00,18559.93,18563.98,18556.9,18557.98,False,Red,Neutro
2024-07-17 06:45:00,18557.87,18559.99,18551.9,18558.99,False,Red,Neutro
2024-07-17 06:50:00,18558.9,18565.9,18558.87,18561.97,False,White,Neutro
2024-07-17 06:55:00,18561.97,18567.97,18560.91,18561.98,False,White,Neutro
2024-07-17 07:00:00,18562.96,18584.0,18560.99,18564.01,False,White,Neutro
2024-07-17 07:05:00,18560.98,18561.01,18539.0,18551.02,False,Red,Neutro
2024-07-17 07:10:00,18550.91,18555.01,18542.91,18548.0,False,Red,Neutro
2024-07-17 07:15:00,18547.99,18554.02,18546.94,18548.99,False,Red,Neutro
2024-07-17 07:20:00,18549.03,18553.01,18544.94,18545.02,False,Red,Neutro
2024-07-17 07:25:00,18545.03,18554.03,18544.96,18550.03,False,Red,Neutro
2024-07-17 07:30:00,18551.04,18556.0,18549.95,18553.03,False,Red,Neutro
2024-07-17 07:35:00,18552.93,18565.01,18552.01,18564.05,False,White,Neutro
2024-07-17 07:40:00,18564.06,18566.04,18555.05,18556.04,False,White,Médio
2024-07-17 07:45:00,18556.02,18560.98,18549.04,18549.04,False,White,Neutro
2024-07-17 07:50:00,18549.03,18552.02,18536.05,18546.06,False,Red,Neutro
2024-07-17 07:55:00,18546.04,18546.04,18529.98,18533.07,False,Red,Neutro
2024-07-17 08:00:00,18535.06,18546.53,18526.55,18543.04,False,Red,Forte Baixa
2024-07-17 08:05:00,18542.5,18545.56,18530.55,18531.56,False,Red,Forte Baixa
2024-07-17 08:10:00,18532.06,18536.08,18526.0,18530.58,False,Red,Forte Baixa
2024-07-17 08:15:00,18531.57,18533.56,18517.08,18518.58,False,Red,Neutro
2024-07-17 08:20:00,18517.59,18527.6,18511.09,18514.59,False,Red,Neutro
2024-07-17 08:25:00,18514.57,18515.28,18497.59,18507.6,False,Red,Neutro
2024-07-17 08:30:00,18508.09,18515.1,18480.6,18484.62,True,Red,Neutro
2024-07-17 08:35:00,18484.11,18497.35,18484.11,18493.6,False,Red,Neutro
2024-07-17 08:40:00,18494.6,18504.09,18494.6,18499.09,False,Red,Forte Baixa
2024-07-17 08:45:00,18498.61,18500.22,18487.59,18488.6,False,Red,Médio
2024-07-17 08:50:00,18488.63,18491.56,18481.12,18488.64,False,Red,Médio
2024-07-17 08:55:00,18488.25,18502.64,18483.62,18488.65,False,Red,Médio
2024-07-17 09:00:00,18491.45,18491.46,18444.44,18447.45,True,Red,Forte Baixa
